IBRA,lon,lat,sitetype,labcode,RCage,RCerr,RClo,RCup,occup,calc,material
Tasmanian South East,147.18,-43.35,midden,ANU-6947,2530,60,2470,2590,Y,0,marine shell
Tasmanian South East,147.18,-43.35,rockshelter with midden deposits,ANU-6944,230,77,153,307,Y,0,charcoal
Tasmanian South East ,147.65,-42.88,midden,I-323,8700,200,8500,8900,Y,0,wood charcoal
Tasmanian South East ,147.98,-42.32,open site,ANU-279,4170,80,4090,4250,Y,0,charcoal
Tasmanian South East ,147.98,-42.32,open site,ANU-278,4860,96,4764,4956,Y,0,charcoal
Tasmanian South East ,147.34,-43.1,midden,R1250/2,5220,200,5020,5420,Y,0,charcoal
Tasmanian South East ,147.34,-43.1,midden,GXO-419,5235,280,4955,5515,Y,0,wood charcoal
Tasmanian South East ,147.34,-43.1,midden,R1250/3,5270,90,5180,5360,Y,0,charcoal
Tasmanian South East ,147.29,-42.87,midden,I-324,5220,110,5110,5330,Y,0,wood charcoal
Tasmanian South East ,147.36,-42.85,midden,ANU-1090A,5420,85,5335,5505,U,0,charcoal
Tasmanian South East ,147.36,-42.85,midden,ANU-1090B,5890,90,5800,5980,Y,0,charcoal
Tasmanian South East ,147.09,-43.29,midden,GXO-265,1860,110,1750,1970,Y,0,wood charcoal
Tasmanian South East ,147.27,-42.71,midden,SUA-1112,900,80,820,980,Y,0,charcoal
Tasmanian South East ,147.27,-42.71,midden,SUA-1113,3965,260,3705,4225,Y,0,charcoal
Tasmanian South East ,147.36,-43.05,midden,I-316,6050,350,5700,6400,Y,0,wood charcoal
Tasmanian South East ,147.98,-42.32,midden,ANU-356,4490,120,4370,4610,Y,0,charcoal
Tasmanian South East ,147.31,-42.81,midden,SUA-1313,5205,85,5120,5290,U,0,charcoal
Tasmanian South East ,147.33,-42.84,rockshelter with midden deposits,Gak-5424,4720,110,4610,4830,Y,0,charcoal
Tasmanian South East ,147.33,-42.84,rockshelter with midden deposits,Gak-5425,5300,120,5180,5420,Y,0,charcoal
Tasmanian Southern Ranges,146.46,-42.55,rockshelter,R5001/3,14450,250,14200,14700,N,0,organic carbon (from animal bone)
Tasmanian Southern Ranges,146.46,-42.55,rockshelter,R5001/4,12600,200,12400,12800,Y,0,charcoal
Tasmanian Southern Ranges,146.46,-42.55,rockshelter,GaK-7081,20650,1790,18860,22440,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-25877,11630,200,11430,11830,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-25381,13100,110,12990,13210,Y,0,charcoal and soi
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-25878,13830,220,13610,14050,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-30951,14250,260,13990,14510,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-30952,15200,200,15000,15400,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-27075,16120,180,15940,16300,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-27076,21410,240,21170,21650,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-25879,24190,410,23780,24600,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-30953,27370,1690,25680,29060,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-25880,27770,420,27350,28190,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-28323,28000,720,27280,28720,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-25881,30420,690,29730,31110,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-42.27,rockshelter,Beta-28324,30750,1340,29410,32090,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-26509,13700,860,12840,14560,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-26510,14510,140,14370,14650,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-40346,14510,90,14420,14600,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37548,14960,160,14800,15120,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-26511,15290,140,15150,15430,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37553,15290,190,15100,15480,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37546,15440,260,15180,15700,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37552,15450,220,15230,15670,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37545/ETH-6734,15840,170,15670,16010,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-40347,15870,270,15600,16140,U,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,SUA-2104,16200,1150,15100,17400,Y,1,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-26512,16820,110,16710,16930,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-40349,22730,180,22550,22910,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-40348,22980,560,22420,23540,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-29986,23130,460,22670,23590,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-48329,23220,190,23030,23410,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37551,23220,270,22950,23490,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-29988,23270,170,23100,23440,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-48330,23420,340,23080,23760,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-40331,23790,200,23590,23990,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-40332,24040,230,23810,24270,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-29989,26190,180,26010,26370,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37547,28330,720,27610,29050,U,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-37554,28330,630,27700,28960,Y,0,scattered charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-29987,29000,520,28480,29520,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-41.56,rockshelter,Beta-27078,2450,70,2380,2520,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-41.56,rockshelter,Beta-27079,10440,160,10280,10600,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-41.56,rockshelter,Beta-25620,17660,250,17410,17910,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-41.56,rockshelter,Beta-27077,18840,200,18640,19040,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-41.56,rockshelter,Beta-27080,19080,280,18800,19360,Y,0,charcoal
Tasmanian Southern Ranges,146.84,-41.56,rockshelter (hearth),Beta-23404/ETH-3724,30840,480,30360,31320,Y,0,charcoal
Tasmanian Southern Ranges,146.54,-43.52,rockshelter,ANU-7193,2070,70,2000,2140,Y,0,charcoal
Tasmanian Southern Ranges,146.44,-42.85,rockshelter,Beta-74543/CAMS-14912,16670,70,16600,16740,Y,0,charcoal
Tasmanian Southern Ranges,146.46,-42.55,rockshelter,GaK-6874,1140,90,1050,1230,Y,0,charcoal
Tasmanian Southern Ranges,146.46,-42.55,rockshelter,GaK-6875,14310,2565,12150,17280,U,1,charcoal
Tasmanian West,146.42,-42.61,rockshelter,R11769/5 NZA-565,14410,190,14220,14600,Y,0,charcoal
Tasmanian West,145.17,-42.2,midden,V-20,1120,70,1050,1190,Y,0,charcoal
Tasmanian West,146.42,-42.61,rockshelter,R11769/4 NZA-564,13840,160,13680,14000,Y,0,charcoal
Tasmanian West,146.42,-42.61,rockshelter,R11746 NZA-313,17540,220,17320,17760,Y,0,charcoal
Tasmanian West,145.74,-42.41,open site,ANU-3562,17100,1350,15750,18450,Y,0,charcoal
Tasmanian West,145.76,-42.54,rockshelter,ANU-2781,14840,930,13910,15770,Y,0,charcoal
Tasmanian West,145.76,-42.54,rockshelter,ANU-2783,15760,530,15230,16290,Y,0,charcoal
Tasmanian West,145.76,-42.54,rockshelter,ANU-2782,17020,310,16710,17330,Y,0,charcoal
Tasmanian West,145.76,-42.54,rockshelter,ANU-2785,19770,850,18920,20620,Y,0,charcoal
Tasmanian West,146,-43,rock art,RIDDL-1269,9240,820,8420,10060,N,0,human blood protein
Tasmanian West,146,-43,rock art,RIDDL-1268,10730,810,9920,11540,N,0,human blood protein
Tasmanian West,145.73,-41.93,open site,Beta-46486,460,60,400,520,U,0,charcoal
Tasmanian West,146.37,-43.52,rockshelter with midden deposits,GaK-5989,1250,100,1150,1350,Y,0,charcoal
Tasmanian West,146.37,-43.52,rockshelter with midden deposits,GaK-5990,870,90,780,960,Y,0,charcoal
Tasmanian West,146.37,-43.52,midden,ANU-1771,2970,200,2770,3170,U,0,charcoal
Tasmanian West,146.37,-43.52,midden,SUA-1063B,2580,100,2480,2680,Y,0,bone organic fraction
Tasmanian West,146.37,-43.52,midden,SUA-1063A,2830,155,2675,2985,Y,0,bone apatite
Tasmanian West,146.37,-43.52,midden,GaK-6599,630,90,540,720,Y,0,charcoal
Tasmanian West,146.37,-43.52,midden,GaK-5988,400,90,310,490,Y,0,charcoal
Tasmanian West,146.37,-43.52,midden,GaK-5987,570,100,470,670,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-46302,4910,160,4750,5070,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-54738,10440,170,10270,10610,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-54737,12000,200,11800,12200,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-46303,14820,140,14680,14960,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-46304,14950,200,14750,15150,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-54739,15040,280,14760,15320,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-46305,15160,210,14950,15370,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45813,15560,200,15360,15760,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45805,15570,180,15390,15750,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45807,15620,190,15430,15810,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45814,15720,200,15520,15920,N,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45815,15730,170,15560,15900,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-46306,16010,300,15710,16310,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-54736,16200,120,16080,16320,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45812,16500,190,16310,16690,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-45808,17030,430,16600,17460,Y,0,charcoal
Tasmanian West,145.7,-41.69,rockshelter,Beta-54740,20880,390,20490,21270,Y,0,charcoal
Tasmanian West,145.69,-42.12,rockshelter,Wk-2086,10250,420,9830,10670,Y,0,charcoal
Tasmanian West,145.73,-41.93,open site,Wk-2090,1580,130,1450,1710,U,0,charcoal
Tasmanian West,146.14,-42.84,open site,ANU-2787,300,150,150,450,U,0,charcoal
Tasmanian West,145.69,-42.12,rockshelter,Wk-2089,330,105,225,435,Y,0,charcoal
Tasmanian West,145.69,-42.12,rockshelter,Wk-2088,340,105,235,445,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,ANU-3982,13410,330,13080,13740,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44077,14920,130,14790,15050,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,ANU-3983,15390,380,15010,15770,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,ANU-3984,15490,360,15130,15850,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44076,15980,140,15840,16120,U,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44078,16420,90,16330,16510,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-66283,17110,150,16960,17260,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44075,17530,430,17100,17960,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44079,18060,170,17890,18230,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-62284,22240,530,21710,22770,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44080,25510,450,25060,25960,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-62285,27250,530,26720,27780,Y,0,charcoal
Tasmanian West,145.83,-42.44,rockshelter,Beta-44081,29800,720,29080,30520,Y,0,charcoal
Tasmanian West,145.3,-42.6,rockshelter with midden deposits,Beta-53120,1690,70,1620,1760,Y,0,marine shell (Haliotis rubra)
Tasmanian West,145.3,-42.6,rockshelter with midden deposits,Beta-47757,1720,100,1620,1820,Y,0,scattered charcoal
Tasmanian West,145.3,-42.6,rockshelter with midden deposits,Beta-53121,4920,50,4870,4970,Y,0,marine shell (Turbo undulatus)
Tasmanian West,145.3,-42.6,rockshelter with midden deposits,Beta-53936,5380,70,5310,5450,Y,0,marine shell (Turbo undulatus and Haliotis rubra)
Tasmanian West,146.37,-43.52,midden,GaK-5991,250,80,170,330,Y,0,charcoal
Tasmanian West,144.76,-41.34,midden,ANU-2491,900,250,650,1150,y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42993,15960,310,15650,16270,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42994,17570,220,17350,17790,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42066/ETH-7663,17880,135,17745,18015,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-26961,18290,290,18000,18580,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-26958,19460,210,19250,19670,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-26959,19670,340,19330,20010,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-26960,21980,310,21670,22290,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-26962,22370,470,21900,22840,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42995,22650,200,22450,22850,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42996,24210,730,23480,24940,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42065,26710,210,26500,26920,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42997,26830,1240,25590,28070,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-46872/ETH-8508,27160,250,26910,27410,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42059/ETH-8501,30210,300,29910,30510,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,OZF-416,30610,350,30260,30960,U,0,bone (Vombatus ursinus)
Tasmanian West,145.94,-42.49,rockshelter,Beta-46873/ETH-8509,31610,370,31240,31980,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,OZF-415,31660,250,31410,31910,U,0,bone (Macropus rufogriseus)
Tasmanian West,145.94,-42.49,rockshelter,ANUA-11710/143B,33170,670,32500,33840,Y,0,charcoal
Tasmanian West,145.94,-42.49,rockshelter,Beta-42122B/ETH-7665B,34790,510,34280,35300,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98026,520,50,470,570,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93344,870,60,810,930,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98022,1050,60,990,1110,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98027,2040,90,1950,2130,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93345,2330,60,2270,2390,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98023,2460,80,2380,2540,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98028,3380,80,3300,3460,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98025,3680,70,3610,3750,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93346,3760,80,3680,3840,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98024,3800,60,3740,3860,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93347,4140,70,4070,4210,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93349,5870,70,5800,5940,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93348,6490,70,6420,6560,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98021,8940,80,8860,9020,U,0,charcoal
Victoria Midlands,142.1,-37.07,rockshelter,SUA-777,780,110,670,890,U,0,charcoal
Victoria Midlands,142.1,-37.07,rockshelter,SUA-584,3330,100,3230,3430,Y,0,charcoal
Victoria Midlands,142.42,-36.08,burial,Beta-25762,490,70,420,560,N,0,bark
Victoria Midlands,144.83,-37.73,hearth,Wk-23580,11843,340,11503,12183,Y,0,charcoal
Victoria Midlands,144.83,-37.73,hearth,Wk-23579,12422,128,12294,12550,Y,0,charcoal
Victoria Midlands,144.83,-37.73,open site,Wk-9533,12879,59,12820,12938,Y,0,charcoal
Victoria Midlands,144.83,-37.73,open site,NZA-8538,8926,60,8866,8986,Y,0,charcoal
Victoria Midlands,144.83,-37.73,open site,NZA-8537,9024,63,8961,9087,Y,0,charcoal
Victoria Midlands,142.28,-37.19,rockshelter,Beta-18891,600,60,540,660,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-28833,580,60,520,640,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-18890,730,70,660,800,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-88519,1720,60,1660,1780,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,SUA-535,1870,100,1770,1970,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-88520,2220,60,2160,2280,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-88521,7090,80,7010,7170,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-93350,7500,50,7450,7550,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-88522,15840,120,15720,15960,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-88523,22140,160,21980,22300,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-98020,22160,150,22010,22310,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-28836,520,40,480,560,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-28835,1450,70,1380,1520,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,SUA-534,820,95,725,915,U,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,SUA-533,1620,100,1520,1720,Y,0,charcoal
Victoria Midlands,142.67,-37.3,rockshelter,Beta-28834,2940,80,2860,3020,U,0,charcoal
Victoria Midlands,144.83,-37.73,burial,NZ-676,6460,190,6270,6650,Y,0,charcoal
Victoria Midlands,144.83,-37.73,burial,V-65,8155,130,8025,8285,N,0,charcoal
Victoria Midlands,144.83,-37.73,burial,V-63,8155,130,8025,8285,N,0,charcoal
Victoria Midlands,144.83,-37.73,burial,V-64,8990,150,8840,9140,N,0,charcoal
Victoria Midlands,144.83,-37.73,hearth,V-79,14940,500,14440,15440,U,0,charcoal
Victoria Midlands,142.31,-37.22,rockshelter,Beta-93957,1400,50,1350,1450,U,0,charcoal
Victoria Midlands,142.45,-37.1,hearth,Beta-135851,3930,50,3880,3980,Y,0,charcoal
Victoria Midlands,142.45,-37.1,hearth,Beta-135852,4040,50,3990,4090,Y,0,charcoal
Victoria Midlands,144.44,-37.16,open site,SUA-425B,1735,120,1615,1855,U,0,soil organic matter
Victoria Midlands,144.44,-37.16,open site,SUA-425A,1915,110,1805,2025,U,0,soil organic matter
Victoria Midlands,144.44,-37.16,open site,GX-4118C,3100,210,2890,3310,Y,0,bone (free carbonate)
Victoria Midlands,144.44,-37.16,open site,GX-4118R,8775,260,8515,9035,Y,0,bone (insoluble residue)
Victoria Midlands,144.44,-37.16,open site,SUA-407R,12550,650,11900,13200,Y,0,bone (insoluble residue)
Victoria Midlands,144.44,-37.16,open site,Wk-2565,14950,1240,13710,16190,N,0,charcoal
Victoria Midlands,144.44,-37.16,open site,SUA-407A,16070,315,15755,16385,Y,0,bone (apatite)
Victoria Midlands,144.44,-37.16,open site,GX-4118A,19800,450,19350,20250,Y,0,bone (apatite)
Victoria Midlands,144.44,-37.16,open site,NZA-4185,24320,210,24110,24530,N,0,bone (apatite)
Victoria Midlands,144.44,-37.16,open site,SUA-685,25200,800,24400,26000,Y,0,charcoal
Victoria Midlands,144.44,-37.16,open site,NZA-4186,26020,250,25770,26270,N,0,bone (apatite)
Victoria Midlands,144.44,-37.16,open site,NZA-4192,26316,254,26062,26570,N,0,bone (apatite)
Victoria Midlands,144.44,-37.16,open site,SUA-538,26600,650,25950,27250,Y,0,charcoal
Victoria Midlands,144.44,-37.16,open site,NZA-4424,27210,210,27000,27420,N,0,bone (apatite)
Victoria Midlands,144.44,-37.16,open site,NZA-4191,27250,300,26950,27550,N,0,bone (apatite)
Victoria Midlands,142.15,-36.99,rockshelter,Beta-18887,3690,90,3600,3780,Y,0,charcoal
Victoria Midlands,142.15,-36.99,rockshelter,Beta-18886,3800,80,3720,3880,Y,0,charcoal
Victoria Midlands,142.15,-36.99,rockshelter,Beta-18889,3900,80,3820,3980,Y,0,charcoal
Victoria Midlands,142.15,-36.99,rockshelter,Beta-18888,5170,80,5090,5250,Y,0,charcoal
Victoria Midlands,142.05,-37.13,rockshelter,Beta-89596,100,60,40,160,U,0,charcoal
Victoria Midlands,142.05,-37.13,rockshelter,Beta-89595,170,50,120,220,U,0,charcoal
Victoria Midlands,142.05,-37.13,rockshelter,Beta-89597,620,60,560,680,U,0,charcoal
Victoria Midlands,142.05,-37.13,rockshelter,Beta-89598,4530,70,4460,4600,U,0,charcoal
Victoria Midlands,142.39,-36.93,rockshelter,Wk-11186,996,56,940,1052,Y,0,charcoal
Victoria Midlands,142.39,-36.93,rockshelter,Beta-65752,1350,60,1290,1410,U,0,charcoal
Victoria Midlands,142.39,-36.93,rockshelter,Wk-11187,2176,79,2097,2255,Y,0,charcoal
Victoria Midlands,142.39,-36.93,rockshelter,Wk-11188,2283,47,2236,2330,Y,0,charcoal
Victoria Midlands,142.39,-36.93,rockshelter,Wk-11185,3860,50,3810,3910,Y,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,Beta-69644,140,50,90,190,Y,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,Beta-69643,410,50,360,460,Y,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,Beta-69646,650,80,570,730,Y,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,NZA-3941,1195,72,1123,1267,U,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,Beta-69642,1390,60,1330,1450,Y,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,NZA-3909,1570,90,1480,1660,Y,0,charcoal
Victoria Midlands,144.22,-36.89,earth mound,Beta-69645,270,50,220,320,Y,0,charcoal
Victoria Midlands,142.36,-37.33,rockshelter,Beta-65751,2050,60,1990,2110,U,0,charcoal
Victoria Midlands,144.44,-37.16,burial,SUA-1495,330,70,260,400,Y,0,cordarge (wood fibres from Acacia sp.)
Victoria Volcanic Plain,142.71,-37.72,open site,SUA-575,1090,95,995,1185,Y,0,charcoal
Victoria Volcanic Plain,142.14,-38.38,midden,SUA-87,1350,80,1270,1430,Y,0,marine shell
Victoria Volcanic Plain,142.14,-38.38,midden,SUA-630,2380,100,2280,2480,Y,0,marine shell
Victoria Volcanic Plain,142.14,-38.38,midden,SUA-89,2650,85,2565,2735,Y,0,marine shell
Victoria Volcanic Plain,142.65,-37.86,earth mound,SUA-1924,340,60,280,400,Y,0,charcoal
Victoria Volcanic Plain,142.65,-37.86,earth mound,SUA-572,640,95,545,735,Y,0,charcoal
Victoria Volcanic Plain,142.65,-37.86,earth mound,SUA-778,778,95,683,873,Y,0,charcoal
Victoria Volcanic Plain,142.65,-37.86,earth mound,SUA-1925,2080,70,2010,2150,Y,0,charcoal
Victoria Volcanic Plain,143.16,-38.17,burial,R-4824,3600,60,3540,3660,Y,0,
Victoria Volcanic Plain,142.75,-37.81,earth mound,SUA-571,1320,100,1220,1420,Y,0,charcoal
Victoria Volcanic Plain,142.75,-37.81,earth mound,SUA-537,1840,100,1740,1940,Y,0,charcoal
Victoria Volcanic Plain,142.85,-37.76,earth mound,SUA-574,2350,110,2240,2460,Y,0,charcoal
Victoria Volcanic Plain,142.85,-37.76,earth mound,SUA-779,2370,150,2220,2520,Y,0,charcoal
Victoria Volcanic Plain,145.87,-38.75,hearth,Beta-45593,1460,50,1410,1510,Y,0,charcoal
Victoria Volcanic Plain,145.87,-38.75,hearth,Beta-61795,2160,70,2090,2230,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2424,270,80,190,350,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2425,320,170,150,490,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2422,390,75,315,465,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2423,750,80,670,830,U,0,marine shell (Cellana sp.)
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2426,880,80,800,960,U,0,marine shell (Cellana sp.)
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2427,1070,90,980,1160,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2296,1440,100,1340,1540,Y,0,marine shell (Cellana solida)
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2429,1480,120,1360,1600,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2428,1580,80,1500,1660,U,0,marine shell (Cellana sp.)
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-3831,1660,80,1580,1740,U,0,marine shell (Cellana sp.)
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-3832,1850,120,1730,1970,Y,0,charcoal
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2430,2330,80,2250,2410,U,0,marine shell (Cellana sp.)
Victoria Volcanic Plain,146.23,-39.09,midden,ANU-2431,1350,80,1270,1430,U,0,marine shell (Cellana solida)
Victoria Volcanic Plain,144.83,-37.73,hearth,W-125,3010,160,2850,3170,Y,0,charcoal
Victoria Volcanic Plain,144.83,-37.73,open site,NZ-1320,5196,208,4988,5404,Y,0,carbonate
Victoria Volcanic Plain,144.83,-37.73,midden,ANU-694,5570,90,5480,5660,U,0,charcoal and burnt earth
Victoria Volcanic Plain,144.83,-37.73,open site,NZ-1222,6186,171,6015,6357,Y,0,carbonate
